Player,Player,Salary,Season
Marcus Thornton,Marcus Thornton,"$8,050,000",2013-14
Marcus Thornton,Marcus Thornton,"$8,575,000",2014-15
Jamaal Tinsley,Jamaal Tinsley,"$749,160",2001-02
Jamaal Tinsley,Jamaal Tinsley,"$805,320",2002-03
Jamaal Tinsley,Jamaal Tinsley,"$861,600",2003-04
Jamaal Tinsley,Jamaal Tinsley,"$1,554,326",2004-05
Jamaal Tinsley,Jamaal Tinsley,"$5,400,000",2005-06
Jamaal Tinsley,Jamaal Tinsley,"$5,850,000",2006-07
Jamaal Tinsley,Jamaal Tinsley,"$6,300,000",2007-08
Jamaal Tinsley,Jamaal Tinsley,"$6,750,000",2008-09
Jamaal Tinsley,Jamaal Tinsley,"$5,200,000",2009-10
Jamaal Tinsley,Jamaal Tinsley,"$990,300",2009-10
Jamaal Tinsley,Jamaal Tinsley,"$5,500,000",2010-11
Anthony Tolliver,Anthony Tolliver,"$187,248",2008-09
Anthony Tolliver,Anthony Tolliver,"$26,007",2008-09
Anthony Tolliver,Anthony Tolliver,"$359,546",2009-10
Anthony Tolliver,Anthony Tolliver,"$51,983",2009-10
Anthony Tolliver,Anthony Tolliver,"$2,200,000",2010-11
Anthony Tolliver,Anthony Tolliver,"$2,050,000",2011-12
Anthony Tolliver,Anthony Tolliver,"$915,852",2012-13
Anthony Tolliver,Anthony Tolliver,"$1,027,424",2013-14
Anthony Tolliver,Anthony Tolliver,"$3,000,000",2014-15
Nikoloz Tskitishvili,Nikoloz Tskitishvili,"$2,530,920",2002-03
Nikoloz Tskitishvili,Nikoloz Tskitishvili,"$2,720,760",2003-04
Nikoloz Tskitishvili,Nikoloz Tskitishvili,"$2,910,600",2004-05
Nikoloz Tskitishvili,Nikoloz Tskitishvili,"$745,248",2005-06
P.J. Tucker,P.J. Tucker,"$412,718",2006-07
P.J. Tucker,P.J. Tucker,"$762,195",2012-13
P.J. Tucker,P.J. Tucker,"$884,293",2013-14
P.J. Tucker,P.J. Tucker,"$5,700,000",2014-15
Ronny Turiaf,Ronny Turiaf,"$664,209",2006-07
Ronny Turiaf,Ronny Turiaf,"$770,610",2007-08
Ronny Turiaf,Ronny Turiaf,"$4,500,000",2008-09
Ronny Turiaf,Ronny Turiaf,"$4,140,000",2009-10
Ronny Turiaf,Ronny Turiaf,"$4,000,000",2010-11
Ronny Turiaf,Ronny Turiaf,"$4,360,000",2011-12
Ronny Turiaf,Ronny Turiaf,"$1,146,337",2012-13
Ronny Turiaf,Ronny Turiaf,"$1,500,000",2013-14
Ronny Turiaf,Ronny Turiaf,"$1,500,000",2014-15
Evan Turner,Evan Turner,"$4,602,720",2010-11
Evan Turner,Evan Turner,"$4,947,840",2011-12
Evan Turner,Evan Turner,"$5,293,080",2012-13
Evan Turner,Evan Turner,"$6,679,867",2013-14
Evan Turner,Evan Turner,"$3,278,000",2014-15
Jeremy Tyler,Jeremy Tyler,"$650,000",2011-12
Jeremy Tyler,Jeremy Tyler,"$762,195",2012-13
Jeremy Tyler,Jeremy Tyler,"$884,293",2013-14
Jeremy Tyler,Jeremy Tyler,"$100,000",2013-14
Ekpe Udoh,Ekpe Udoh,"$3,065,040",2010-11
Ekpe Udoh,Ekpe Udoh,"$3,294,960",2011-12
Ekpe Udoh,Ekpe Udoh,"$3,524,880",2012-13
Ekpe Udoh,Ekpe Udoh,"$4,469,548",2013-14
Ekpe Udoh,Ekpe Udoh,"$981,084",2014-15
Beno Udrih,Beno Udrih,"$841,680",2004-05
Beno Udrih,Beno Udrih,"$904,800",2005-06
Beno Udrih,Beno Udrih,"$967,920",2006-07
Beno Udrih,Beno Udrih,"$1,747,096",2007-08
Beno Udrih,Beno Udrih,"$788,349",2007-08
Beno Udrih,Beno Udrih,"$5,585,000",2008-09
Beno Udrih,Beno Udrih,"$6,031,800",2009-10
Beno Udrih,Beno Udrih,"$6,478,600",2010-11
Beno Udrih,Beno Udrih,"$6,925,400",2011-12
Beno Udrih,Beno Udrih,"$7,372,000",2012-13
Beno Udrih,Beno Udrih,"$1,272,279",2013-14
Beno Udrih,Beno Udrih,"$2,077,000",2014-15
Jonas Valanciunas,Jonas Valanciunas,"$3,627,720",2012-13
Jonas Valanciunas,Jonas Valanciunas,"$3,526,440",2013-14
Jonas Valanciunas,Jonas Valanciunas,"$3,678,360",2014-15
Anderson Varejao,Anderson Varejao,"$788,000",2004-05
Anderson Varejao,Anderson Varejao,"$866,800",2005-06
Anderson Varejao,Anderson Varejao,"$945,600",2006-07
Anderson Varejao,Anderson Varejao,"$5,356,000",2007-08
Anderson Varejao,Anderson Varejao,"$5,784,480",2008-09
Anderson Varejao,Anderson Varejao,"$6,300,000",2009-10
Anderson Varejao,Anderson Varejao,"$7,281,818",2010-11
Anderson Varejao,Anderson Varejao,"$7,700,000",2011-12
Anderson Varejao,Anderson Varejao,"$8,368,182",2012-13
Anderson Varejao,Anderson Varejao,"$9,036,364",2013-14
Anderson Varejao,Anderson Varejao,"$9,704,595",2014-15
Jarvis Varnado,Jarvis Varnado,"$275,805",2012-13
Jarvis Varnado,Jarvis Varnado,"$33,431",2012-13
Jarvis Varnado,Jarvis Varnado,"$788,872",2013-14
Jarvis Varnado,Jarvis Varnado,"$75,000",2014-15
Greivis Vasquez,Greivis Vasquez,"$1,035,960",2010-11
Greivis Vasquez,Greivis Vasquez,"$1,113,600",2011-12
Greivis Vasquez,Greivis Vasquez,"$1,191,240",2012-13
Greivis Vasquez,Greivis Vasquez,"$2,150,188",2013-14
Greivis Vasquez,Greivis Vasquez,"$6,400,000",2014-15
Jan Vesely,Jan Vesely,"$3,065,040",2011-12
Jan Vesely,Jan Vesely,"$3,294,960",2012-13
Jan Vesely,Jan Vesely,"$3,340,920",2013-14
Charlie Villanueva,Charlie Villanueva,"$2,360,880",2005-06
Charlie Villanueva,Charlie Villanueva,"$2,537,880",2006-07
Charlie Villanueva,Charlie Villanueva,"$2,715,000",2007-08
Charlie Villanueva,Charlie Villanueva,"$3,448,050",2008-09
Charlie Villanueva,Charlie Villanueva,"$6,500,000",2009-10
Charlie Villanueva,Charlie Villanueva,"$7,020,000",2010-11
Charlie Villanueva,Charlie Villanueva,"$7,540,000",2011-12
Charlie Villanueva,Charlie Villanueva,"$8,060,000",2012-13
Charlie Villanueva,Charlie Villanueva,"$8,580,000",2013-14
Charlie Villanueva,Charlie Villanueva,"$1,316,809",2014-15
Noah Vonleh,Noah Vonleh,"$2,524,200",2014-15
Nikola Vucevic,Nikola Vucevic,"$1,645,400",2011-12
Nikola Vucevic,Nikola Vucevic,"$1,768,800",2012-13
Nikola Vucevic,Nikola Vucevic,"$1,793,520",2013-14
Nikola Vucevic,Nikola Vucevic,"$2,751,260",2014-15
Sasha Vujacic,Sasha Vujacic,"$846,840",2004-05
Sasha Vujacic,Sasha Vujacic,"$910,440",2005-06
Sasha Vujacic,Sasha Vujacic,"$973,920",2006-07
Sasha Vujacic,Sasha Vujacic,"$1,756,951",2007-08
Sasha Vujacic,Sasha Vujacic,"$4,524,887",2008-09
Sasha Vujacic,Sasha Vujacic,"$5,000,000",2009-10
Sasha Vujacic,Sasha Vujacic,"$5,475,113",2010-11
Dwyane Wade,Dwyane Wade,"$2,636,400",2003-04
Dwyane Wade,Dwyane Wade,"$2,834,160",2004-05
Dwyane Wade,Dwyane Wade,"$3,031,920",2005-06
Dwyane Wade,Dwyane Wade,"$3,841,443",2006-07
Dwyane Wade,Dwyane Wade,"$13,041,250",2007-08
Dwyane Wade,Dwyane Wade,"$14,410,581",2008-09
Dwyane Wade,Dwyane Wade,"$15,779,912",2009-10
Dwyane Wade,Dwyane Wade,"$14,200,000",2010-11
Dwyane Wade,Dwyane Wade,"$15,691,000",2011-12
Dwyane Wade,Dwyane Wade,"$17,182,000",2012-13
Dwyane Wade,Dwyane Wade,"$18,673,000",2013-14
Dwyane Wade,Dwyane Wade,"$15,000,000",2014-15
Dion Waiters,Dion Waiters,"$3,726,600",2012-13
Dion Waiters,Dion Waiters,"$3,894,240",2013-14
Dion Waiters,Dion Waiters,"$4,062,000",2014-15
Henry Walker,Henry Walker,"$542,114",2008-09
Henry Walker,Henry Walker,"$736,420",2009-10
Henry Walker,Henry Walker,"$854,389",2010-11
Henry Walker,Henry Walker,"$115,422",2014-15
Kemba Walker,Kemba Walker,"$2,356,320",2011-12
Kemba Walker,Kemba Walker,"$2,532,960",2012-13
Kemba Walker,Kemba Walker,"$2,568,360",2013-14
Kemba Walker,Kemba Walker,"$3,272,091",2014-15
John Wall,John Wall,"$5,144,280",2010-11
John Wall,John Wall,"$5,530,080",2011-12
John Wall,John Wall,"$5,915,880",2012-13
John Wall,John Wall,"$7,459,925",2013-14
John Wall,John Wall,"$14,746,000",2014-15
Gerald Wallace,Gerald Wallace,"$797,880",2001-02
Gerald Wallace,Gerald Wallace,"$857,760",2002-03
Gerald Wallace,Gerald Wallace,"$917,520",2003-04
Gerald Wallace,Gerald Wallace,"$1,652,453",2004-05
Gerald Wallace,Gerald Wallace,"$5,000,000",2005-06
Gerald Wallace,Gerald Wallace,"$5,525,000",2006-07
Gerald Wallace,Gerald Wallace,"$9,500,000",2007-08
Gerald Wallace,Gerald Wallace,"$9,500,000",2008-09
Gerald Wallace,Gerald Wallace,"$9,075,000",2009-10
Gerald Wallace,Gerald Wallace,"$10,500,000",2010-11
Gerald Wallace,Gerald Wallace,"$9,500,000",2011-12
Gerald Wallace,Gerald Wallace,"$9,682,435",2012-13
Gerald Wallace,Gerald Wallace,"$10,105,855",2013-14
Gerald Wallace,Gerald Wallace,"$10,105,855",2014-15
T.J. Warren,T.J. Warren,"$1,953,120",2014-15
C.J. Watson,C.J. Watson,"$125,479",2007-08
C.J. Watson,C.J. Watson,"$711,517",2008-09
C.J. Watson,C.J. Watson,"$1,000,497",2009-10
C.J. Watson,C.J. Watson,"$3,100,000",2010-11
C.J. Watson,C.J. Watson,"$3,400,000",2011-12
C.J. Watson,C.J. Watson,"$2,016,000",2013-14
C.J. Watson,C.J. Watson,"$2,106,720",2014-15
Maalik Wayns,Maalik Wayns,"$217,301",2012-13
David Wear,David Wear,"$29,843",2014-15
Travis Wear,Travis Wear,"$507,336",2014-15
Martell Webster,Martell Webster,"$2,586,120",2005-06
Martell Webster,Martell Webster,"$2,780,160",2006-07
Martell Webster,Martell Webster,"$2,974,080",2007-08
Martell Webster,Martell Webster,"$3,771,133",2008-09
Martell Webster,Martell Webster,"$4,344,000",2009-10
Martell Webster,Martell Webster,"$4,800,000",2010-11
Martell Webster,Martell Webster,"$5,256,000",2011-12
Martell Webster,Martell Webster,"$1,600,000",2012-13
Martell Webster,Martell Webster,"$600,000",2012-13
Martell Webster,Martell Webster,"$5,150,000",2013-14
Martell Webster,Martell Webster,"$5,381,750",2014-15
Sonny Weems,Sonny Weems,"$442,114",2008-09
Sonny Weems,Sonny Weems,"$736,420",2009-10
Sonny Weems,Sonny Weems,"$854,389",2010-11
David West,David West,"$1,160,160",2003-04
David West,David West,"$1,247,160",2004-05
David West,David West,"$1,334,160",2005-06
David West,David West,"$2,051,938",2006-07
David West,David West,"$10,650,000",2007-08
David West,David West,"$9,862,500",2008-09
David West,David West,"$9,075,000",2009-10
David West,David West,"$8,287,500",2010-11
David West,David West,"$10,000,000",2011-12
David West,David West,"$10,000,000",2012-13
David West,David West,"$12,000,000",2013-14
David West,David West,"$12,000,000",2014-15
Russell Westbrook,Russell Westbrook,"$3,493,680",2008-09
Russell Westbrook,Russell Westbrook,"$3,755,640",2009-10
Russell Westbrook,Russell Westbrook,"$4,017,720",2010-11
Russell Westbrook,Russell Westbrook,"$5,082,416",2011-12
Russell Westbrook,Russell Westbrook,"$13,668,750",2012-13
Russell Westbrook,Russell Westbrook,"$14,693,906",2013-14
Russell Westbrook,Russell Westbrook,"$15,719,062",2014-15
D.J. White,D.J. White,"$964,080",2008-09
D.J. White,D.J. White,"$1,036,440",2009-10
D.J. White,D.J. White,"$1,108,680",2010-11
D.J. White,D.J. White,"$2,001,167",2011-12
D.J. White,D.J. White,"$269,368",2012-13
Royce White,Royce White,"$1,719,480",2013-14
Hassan Whiteside,Hassan Whiteside,"$730,437",2010-11
Hassan Whiteside,Hassan Whiteside,"$762,195",2011-12
Hassan Whiteside,Hassan Whiteside,"$769,881",2014-15
Shayne Whittington,Shayne Whittington,"$507,336",2014-15
Andrew Wiggins,Andrew Wiggins,"$5,510,640",2014-15
C.J. Wilcox,C.J. Wilcox,"$1,109,760",2014-15
Damien Wilkins,Damien Wilkins,"$385,277",2004-05
Damien Wilkins,Damien Wilkins,"$2,500,000",2005-06
Damien Wilkins,Damien Wilkins,"$2,700,000",2006-07
Damien Wilkins,Damien Wilkins,"$2,900,000",2007-08
Damien Wilkins,Damien Wilkins,"$3,100,000",2008-09
Damien Wilkins,Damien Wilkins,"$3,300,000",2009-10
Damien Wilkins,Damien Wilkins,"$748,656",2010-11
Damien Wilkins,Damien Wilkins,"$1,146,337",2011-12
Damien Wilkins,Damien Wilkins,"$1,223,166",2012-13
Deron Williams,Deron Williams,"$3,487,400",2005-06
Deron Williams,Deron Williams,"$3,749,040",2006-07
Deron Williams,Deron Williams,"$4,010,640",2007-08
Deron Williams,Deron Williams,"$5,069,449",2008-09
Deron Williams,Deron Williams,"$12,323,900",2009-10
Deron Williams,Deron Williams,"$14,940,152",2010-11
Deron Williams,Deron Williams,"$16,359,805",2011-12
Deron Williams,Deron Williams,"$17,177,795",2012-13
Deron Williams,Deron Williams,"$18,466,130",2013-14
Deron Williams,Deron Williams,"$19,754,465",2014-15
Derrick Williams,Derrick Williams,"$4,602,720",2011-12
Derrick Williams,Derrick Williams,"$4,947,840",2012-13
Derrick Williams,Derrick Williams,"$5,016,960",2013-14
Derrick Williams,Derrick Williams,"$6,331,404",2014-15
Elliot Williams,Elliot Williams,"$1,254,720",2010-11
Elliot Williams,Elliot Williams,"$1,348,800",2011-12
Elliot Williams,Elliot Williams,"$1,442,880",2012-13
Elliot Williams,Elliot Williams,"$107,676",2014-15
Elliot Williams,Elliot Williams,"$53,838",2014-15
Elliot Williams,Elliot Williams,"$53,838",2014-15
Lou Williams,Lou Williams,"$450,000",2005-06
Lou Williams,Lou Williams,"$664,209",2006-07
Lou Williams,Lou Williams,"$770,610",2007-08
Lou Williams,Lou Williams,"$4,500,000",2008-09
Lou Williams,Lou Williams,"$4,972,500",2009-10
Lou Williams,Lou Williams,"$5,000,000",2010-11
Lou Williams,Lou Williams,"$5,176,000",2011-12
Lou Williams,Lou Williams,"$5,000,000",2012-13
Lou Williams,Lou Williams,"$5,225,000",2013-14
Lou Williams,Lou Williams,"$5,450,000",2014-15
Marcus Williams,Marcus Williams,"$12,890",2007-08
Marvin Williams,Marvin Williams,"$3,883,560",2005-06
Marvin Williams,Marvin Williams,"$4,174,800",2006-07
Marvin Williams,Marvin Williams,"$4,466,040",2007-08
Marvin Williams,Marvin Williams,"$5,636,143",2008-09
Marvin Williams,Marvin Williams,"$7,500,000",2009-10
Marvin Williams,Marvin Williams,"$6,712,500",2010-11
Marvin Williams,Marvin Williams,"$7,500,000",2011-12
Marvin Williams,Marvin Williams,"$8,287,500",2012-13
Marvin Williams,Marvin Williams,"$7,500,000",2013-14
Marvin Williams,Marvin Williams,"$7,000,000",2014-15
Mo Williams,Mo Williams,"$366,931",2003-04
Mo Williams,Mo Williams,"$1,600,000",2004-05
Mo Williams,Mo Williams,"$1,760,000",2005-06
Mo Williams,Mo Williams,"$1,920,000",2006-07
Mo Williams,Mo Williams,"$7,750,000",2007-08
Mo Williams,Mo Williams,"$8,353,000",2008-09
Mo Williams,Mo Williams,"$8,860,000",2009-10
Mo Williams,Mo Williams,"$9,300,000",2010-11
Mo Williams,Mo Williams,"$8,500,000",2011-12
Mo Williams,Mo Williams,"$8,500,000",2012-13
Mo Williams,Mo Williams,"$2,652,000",2013-14
Mo Williams,Mo Williams,"$3,750,000",2014-15
Reggie Williams,Reggie Williams,"$762,195",2010-11
Reggie Williams,Reggie Williams,"$2,500,000",2011-12
Reggie Williams,Reggie Williams,"$2,612,500",2012-13
Reggie Williams,Reggie Williams,"$947,907",2013-14
Reggie Williams,Reggie Williams,"$125,104",2014-15
Shawne Williams,Shawne Williams,"$1,367,760",2006-07
Shawne Williams,Shawne Williams,"$1,470,360",2007-08
Shawne Williams,Shawne Williams,"$1,572,960",2008-09
Shawne Williams,Shawne Williams,"$2,416,067",2009-10
Shawne Williams,Shawne Williams,"$885,210",2010-11
Shawne Williams,Shawne Williams,"$3,000,000",2011-12
Shawne Williams,Shawne Williams,"$2,600,000",2012-13
Shawne Williams,Shawne Williams,"$1,227,985",2014-15
Jeff Withey,Jeff Withey,"$816,482",2014-15
Nate Wolters,Nate Wolters,"$816,482",2014-15
Nate Wolters,Nate Wolters,"$96,056",2014-15
Metta World Peace,Metta World Peace,"$1,079,760",1999-00
Metta World Peace,Metta World Peace,"$1,160,760",2000-01
Metta World Peace,Metta World Peace,"$1,241,760",2001-02
Metta World Peace,Metta World Peace,"$1,904,860",2002-03
Metta World Peace,Metta World Peace,"$5,473,684",2003-04
Metta World Peace,Metta World Peace,"$6,157,895",2004-05
Metta World Peace,Metta World Peace,"$6,842,105",2005-06
Metta World Peace,Metta World Peace,"$7,526,316",2006-07
Metta World Peace,Metta World Peace,"$7,400,000",2007-08
Metta World Peace,Metta World Peace,"$7,400,000",2008-09
Metta World Peace,Metta World Peace,"$5,854,000",2009-10
Metta World Peace,Metta World Peace,"$6,322,320",2010-11
Metta World Peace,Metta World Peace,"$6,790,640",2011-12
Metta World Peace,Metta World Peace,"$7,258,960",2012-13
Metta World Peace,Metta World Peace,"$1,590,000",2013-14
Brandan Wright,Brandan Wright,"$2,323,080",2007-08
Brandan Wright,Brandan Wright,"$2,497,320",2008-09
Brandan Wright,Brandan Wright,"$2,671,440",2009-10
Brandan Wright,Brandan Wright,"$3,398,072",2010-11
Brandan Wright,Brandan Wright,"$5,000,000",2013-14
Brandan Wright,Brandan Wright,"$5,000,000",2014-15
Chris Wright,Chris Wright,"$473,604",2011-12
Dorell Wright,Dorell Wright,"$1,152,240",2004-05
Dorell Wright,Dorell Wright,"$1,238,640",2005-06
Dorell Wright,Dorell Wright,"$1,325,160",2006-07
Dorell Wright,Dorell Wright,"$2,040,746",2007-08
Dorell Wright,Dorell Wright,"$2,612,835",2008-09
Dorell Wright,Dorell Wright,"$2,750,000",2009-10
Dorell Wright,Dorell Wright,"$3,500,000",2010-11
Dorell Wright,Dorell Wright,"$3,823,000",2011-12
Dorell Wright,Dorell Wright,"$4,106,000",2012-13
Dorell Wright,Dorell Wright,"$3,000,000",2013-14
Dorell Wright,Dorell Wright,"$3,150,000",2014-15
Tony Wroten,Tony Wroten,"$1,110,120",2012-13
Tony Wroten,Tony Wroten,"$1,160,040",2013-14
Tony Wroten,Tony Wroten,"$1,210,080",2014-15
James Young,James Young,"$1,674,480",2014-15
Nick Young,Nick Young,"$1,491,240",2007-08
Nick Young,Nick Young,"$1,602,960",2008-09
Nick Young,Nick Young,"$1,714,800",2009-10
Nick Young,Nick Young,"$2,630,503",2010-11
Nick Young,Nick Young,"$3,695,857",2011-12
Nick Young,Nick Young,"$5,600,000",2012-13
Nick Young,Nick Young,"$1,106,942",2013-14
Nick Young,Nick Young,"$4,994,420",2014-15
Sam Young,Sam Young,"$824,200",2009-10
Sam Young,Sam Young,"$886,000",2010-11
Sam Young,Sam Young,"$947,800",2011-12
Sam Young,Sam Young,"$723,716",2012-13
Thaddeus Young,Thaddeus Young,"$1,830,720",2007-08
Thaddeus Young,Thaddeus Young,"$1,968,120",2008-09
Thaddeus Young,Thaddeus Young,"$2,105,400",2009-10
Thaddeus Young,Thaddeus Young,"$2,901,241",2010-11
Thaddeus Young,Thaddeus Young,"$7,478,261",2011-12
Thaddeus Young,Thaddeus Young,"$8,289,130",2012-13
Thaddeus Young,Thaddeus Young,"$8,600,000",2013-14
Thaddeus Young,Thaddeus Young,"$9,410,870",2014-15
Cody Zeller,Cody Zeller,"$3,857,040",2013-14
Cody Zeller,Cody Zeller,"$4,030,560",2014-15
Tyler Zeller,Tyler Zeller,"$1,563,120",2012-13
Tyler Zeller,Tyler Zeller,"$1,633,440",2013-14
Tyler Zeller,Tyler Zeller,"$1,703,760",2014-15
