Player,Player,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player.1_x,Pos,STL,Season,TOV,TRB,Tm,eFG%,Player.1_y,Salary
Dante Cunningham,Dante Cunningham,217,.473,459,1,.077,13,43.0,23.0,43.0,181.0,218,.462,472,45.0,0.726,62.0,78,18,NBA,1637,96.0,177.0,482.0,Dante Cunningham,PF,54.0,2010-11,51.0,277.0,TOT,0.463,Dante Cunningham,762195
Dante Cunningham,Dante Cunningham,126,.439,287,0,.000,4,30.0,23.0,32.0,116.0,126,.433,291,32.0,0.711,45.0,56,9,NBA,1108,73.0,139.0,284.0,Dante Cunningham,PF,39.0,2010-11,33.0,189.0,POR,0.433,Dante Cunningham,762195
Dante Cunningham,Dante Cunningham,91,.529,172,1,.111,9,13.0,23.0,11.0,65.0,92,.508,181,13.0,0.765,17.0,22,9,NBA,529,23.0,38.0,198.0,Dante Cunningham,PF,15.0,2010-11,18.0,88.0,CHA,0.511,Dante Cunningham,762195
Dante Cunningham,Dante Cunningham,144,.520,277,0,.000,2,37.0,24.0,34.0,155.0,144,.516,279,45.0,0.652,69.0,64,5,NBA,1124,91.0,98.0,333.0,Dante Cunningham,PF,42.0,2011-12,29.0,246.0,MEM,0.516,Dante Cunningham,2000000
Dante Cunningham,Dante Cunningham,314,.472,665,0,.000,6,67.0,25.0,38.0,266.0,314,.468,671,67.0,0.65,103.0,80,9,NBA,2010,142.0,153.0,695.0,Dante Cunningham,PF,84.0,2012-13,56.0,408.0,MIN,0.468,Dante Cunningham,2090000
Dante Cunningham,Dante Cunningham,236,.468,504,0,.000,5,83.0,26.0,58.0,218.0,236,.464,509,38.0,0.567,67.0,81,7,NBA,1635,112.0,146.0,510.0,Dante Cunningham,PF,62.0,2013-14,42.0,330.0,MIN,0.464,Dante Cunningham,2180000
Dante Cunningham,Dante Cunningham,154,.468,329,1,.100,10,50.0,27.0,37.0,186.0,155,.457,339,29.0,0.617,47.0,66,27,NBA,1652,70.0,101.0,340.0,Dante Cunningham,PF,46.0,2014-15,35.0,256.0,NOP,0.459,Dante Cunningham,831942
Jared Cunningham,Jared Cunningham,4,.364,11,2,.667,3,1.0,21.0,0.0,2.0,6,.429,14,2.0,1.0,2.0,8,0,NBA,26,1.0,3.0,16.0,Jared Cunningham,SG,1.0,2012-13,2.0,3.0,DAL,0.5,Jared Cunningham,1156320
Jared Cunningham,Jared Cunningham,5,.357,14,1,.143,7,8.0,22.0,0.0,5.0,6,.286,21,13.0,0.813,16.0,13,0,NBA,80,1.0,16.0,26.0,Jared Cunningham,SG,3.0,2013-14,2.0,6.0,TOT,0.31,Jared Cunningham,1208400
Jared Cunningham,Jared Cunningham,1,1.000,1,0,.000,1,3.0,22.0,0.0,1.0,1,.500,2,0.0,0.0,2.0,5,0,NBA,22,0.0,3.0,2.0,Jared Cunningham,SG,0.0,2013-14,2.0,1.0,ATL,0.5,Jared Cunningham,1208400
Jared Cunningham,Jared Cunningham,4,.308,13,1,.167,6,5.0,22.0,0.0,4.0,5,.263,19,13.0,0.929,14.0,8,0,NBA,58,1.0,13.0,24.0,Jared Cunningham,SG,3.0,2013-14,0.0,5.0,SAC,0.289,Jared Cunningham,1208400
Seth Curry,Seth Curry,0,.000,2,0,.000,1,1.0,24.0,0.0,2.0,0,.000,3,0.0,,0.0,2,0,NBA,8,0.0,2.0,0.0,Seth Curry,PG,0.0,2014-15,0.0,2.0,PHO,0.0,Seth Curry,100000
Seth Curry,Seth Curry,0,.000,2,0,.000,1,1.0,24.0,0.0,2.0,0,.000,3,0.0,,0.0,2,0,NBA,8,0.0,2.0,0.0,Seth Curry,PG,0.0,2014-15,0.0,2.0,PHO,0.0,Seth Curry,48028
Stephen Curry,Stephen Curry,362,.474,763,166,.437,380,472.0,21.0,19.0,308.0,528,.462,1143,177.0,0.885,200.0,80,77,NBA,2896,48.0,252.0,1399.0,Stephen Curry,PG,152.0,2009-10,243.0,356.0,GSW,0.535,Stephen Curry,2710560
Stephen Curry,Stephen Curry,354,.498,711,151,.442,342,432.0,22.0,20.0,234.0,505,.480,1053,212.0,0.934,227.0,74,74,NBA,2489,52.0,233.0,1373.0,Stephen Curry,PG,109.0,2010-11,226.0,286.0,GSW,0.551,Stephen Curry,2913840
Stephen Curry,Stephen Curry,90,.514,175,55,.455,121,138.0,23.0,8.0,73.0,145,.490,296,38.0,0.809,47.0,26,23,NBA,732,15.0,62.0,383.0,Stephen Curry,PG,39.0,2011-12,65.0,88.0,GSW,0.583,Stephen Curry,3117120
Stephen Curry,Stephen Curry,354,.449,788,272,.453,600,539.0,24.0,12.0,255.0,626,.451,1388,262.0,0.9,291.0,78,78,NBA,2983,59.0,198.0,1786.0,Stephen Curry,PG,126.0,2012-13,240.0,314.0,GSW,0.549,Stephen Curry,3958742
Stephen Curry,Stephen Curry,391,.509,768,261,.424,615,666.0,25.0,14.0,288.0,652,.471,1383,308.0,0.885,348.0,78,78,NBA,2846,46.0,194.0,1873.0,Stephen Curry,PG,128.0,2013-14,294.0,334.0,GSW,0.566,Stephen Curry,9887642
Stephen Curry,Stephen Curry,367,.528,695,286,.443,646,619.0,26.0,16.0,285.0,653,.487,1341,308.0,0.914,337.0,80,80,NBA,2613,56.0,158.0,1900.0,Stephen Curry,PG,163.0,2014-15,249.0,341.0,GSW,0.594,Stephen Curry,10629213
Samuel Dalembert,Samuel Dalembert,22,.440,50,0,,0,5.0,20.0,13.0,43.0,22,.440,50,7.0,0.389,18.0,34,0,NBA,177,25.0,30.0,51.0,Samuel Dalembert,C,6.0,2001-02,14.0,68.0,PHI,0.44,Samuel Dalembert,771480
Samuel Dalembert,Samuel Dalembert,0,.000,1,270,.541,499,194.0,21.0,626.0,174.0,82,2197,53,498.0,0.541,0.542,PHI,NBA,2003-04,C,112.0,44.0,189.0,Samuel Dalembert,22,432.0,2002-03,21.0,0.644,Did Not Play (injury—knee),270.0,Samuel Dalembert,691100
Troy Daniels,Troy Daniels,18,.383,47,43,.364,118,22.0,23.0,1.0,25.0,61,.370,165,11.0,0.846,13.0,47,0,NBA,397,8.0,40.0,176.0,Troy Daniels,SG,6.0,2014-15,20.0,33.0,TOT,0.5,Troy Daniels,816482
Troy Daniels,Troy Daniels,2,.500,4,13,.302,43,4.0,23.0,0.0,6.0,15,.319,47,3.0,0.75,4.0,17,0,NBA,108,0.0,14.0,46.0,Troy Daniels,SG,0.0,2014-15,5.0,6.0,HOU,0.457,Troy Daniels,816482
Troy Daniels,Troy Daniels,6,.300,20,13,.333,39,13.0,23.0,0.0,13.0,19,.322,59,2.0,1.0,2.0,19,0,NBA,154,6.0,14.0,53.0,Troy Daniels,SG,3.0,2014-15,8.0,19.0,MIN,0.432,Troy Daniels,816482
Troy Daniels,Troy Daniels,10,.435,23,17,.472,36,5.0,23.0,1.0,6.0,27,.458,59,6.0,0.857,7.0,11,0,NBA,135,2.0,12.0,77.0,Troy Daniels,SG,3.0,2014-15,7.0,8.0,CHO,0.602,Troy Daniels,816482
Luigi Datome,Luigi Datome,25,.510,49,18,.450,40,9.0,27.0,7.0,26.0,43,.483,89,1.0,1.0,1.0,21,1,NBA,209,3.0,15.0,105.0,Luigi Datome,SF,2.0,2014-15,9.0,29.0,TOT,0.584,Luigi Datome,1750000
Luigi Datome,Luigi Datome,4,.500,8,1,.250,4,2.0,27.0,0.0,3.0,5,.417,12,0.0,,0.0,3,0,NBA,17,1.0,1.0,11.0,Luigi Datome,SF,1.0,2014-15,2.0,4.0,DET,0.458,Luigi Datome,1750000
Luigi Datome,Luigi Datome,21,.512,41,17,.472,36,7.0,27.0,7.0,23.0,38,.494,77,1.0,1.0,1.0,18,1,NBA,192,2.0,14.0,94.0,Luigi Datome,SF,1.0,2014-15,7.0,25.0,BOS,0.604,Luigi Datome,1750000
Anthony Davis,Anthony Davis,349,.521,670,0,.000,6,63.0,19.0,112.0,357.0,349,.516,676,169.0,0.751,225.0,64,60,NBA,1846,165.0,158.0,867.0,Anthony Davis,PF,75.0,2012-13,89.0,522.0,NOH,0.516,Anthony Davis,5144280
Anthony Davis,Anthony Davis,520,.522,996,2,.222,9,105.0,20.0,189.0,466.0,522,.519,1005,348.0,0.791,440.0,67,66,NBA,2358,207.0,200.0,1394.0,Anthony Davis,C,89.0,2013-14,109.0,673.0,NOP,0.52,Anthony Davis,5375760
Anthony Davis,Anthony Davis,641,.540,1187,1,.083,12,149.0,21.0,200.0,523.0,642,.535,1199,371.0,0.805,461.0,68,68,NBA,2455,173.0,141.0,1656.0,Anthony Davis,PF,100.0,2014-15,95.0,696.0,NOP,0.536,Anthony Davis,5607240
Ed Davis,Ed Davis,215,.576,373,0,,0,40.0,21.0,67.0,294.0,215,.576,373,71.0,0.555,128.0,65,17,NBA,1602,168.0,183.0,501.0,Ed Davis,PF,39.0,2010-11,48.0,462.0,TOR,0.576,Ed Davis,1919160
Ed Davis,Ed Davis,172,.515,334,0,.000,1,60.0,22.0,63.0,304.0,172,.513,335,71.0,0.67,106.0,66,9,NBA,1534,134.0,156.0,415.0,Ed Davis,PF,40.0,2011-12,67.0,438.0,TOR,0.513,Ed Davis,2063040
Ed Davis,Ed Davis,260,.539,482,0,,0,63.0,23.0,85.0,308.0,260,.539,482,103.0,0.617,167.0,81,28,NBA,1631,152.0,191.0,623.0,Ed Davis,C-PF,38.0,2012-13,63.0,460.0,TOT,0.539,Ed Davis,2207040
Ed Davis,Ed Davis,186,.549,339,0,,0,55.0,23.0,38.0,205.0,186,.549,339,66.0,0.647,102.0,45,24,NBA,1087,95.0,111.0,438.0,Ed Davis,C,25.0,2012-13,45.0,300.0,TOR,0.549,Ed Davis,2207040
Ed Davis,Ed Davis,74,.517,143,0,,0,8.0,23.0,47.0,103.0,74,.517,143,37.0,0.569,65.0,36,4,NBA,544,57.0,80.0,185.0,Ed Davis,PF,13.0,2012-13,18.0,160.0,MEM,0.517,Ed Davis,2207040
Ed Davis,Ed Davis,155,.534,290,0,,0,27.0,24.0,43.0,168.0,155,.534,290,47.0,0.528,89.0,63,4,NBA,956,92.0,114.0,357.0,Ed Davis,PF,17.0,2013-14,40.0,260.0,MEM,0.534,Ed Davis,3153860
Ed Davis,Ed Davis,282,.601,469,0,,0,94.0,25.0,98.0,370.0,282,.601,469,92.0,0.487,189.0,79,24,NBA,1840,230.0,202.0,656.0,Ed Davis,PF,49.0,2014-15,58.0,600.0,LAL,0.601,Ed Davis,981084
Glen Davis,Glen Davis,107,.484,221,0,,0,28.0,22.0,20.0,113.0,107,.484,221,99.0,0.66,150.0,69,1,NBA,940,95.0,160.0,313.0,Glen Davis,C,31.0,2007-08,65.0,208.0,BOS,0.484,Glen Davis,427163
Glen Davis,Glen Davis,197,.443,445,2,.400,5,69.0,23.0,19.0,180.0,199,.442,450,130.0,0.73,178.0,76,16,NBA,1637,121.0,230.0,530.0,Glen Davis,C,53.0,2008-09,71.0,301.0,BOS,0.444,Glen Davis,711517
Glen Davis,Glen Davis,122,.444,275,0,.000,4,35.0,24.0,14.0,104.0,122,.437,279,96.0,0.696,138.0,54,1,NBA,933,101.0,132.0,340.0,Glen Davis,PF,21.0,2009-10,53.0,205.0,BOS,0.437,Glen Davis,3000000
Glen Davis,Glen Davis,357,.454,786,2,.133,15,92.0,25.0,30.0,324.0,359,.448,801,195.0,0.736,265.0,78,13,NBA,2298,101.0,231.0,915.0,Glen Davis,C,78.0,2010-11,85.0,425.0,BOS,0.449,Glen Davis,3300000
Glen Davis,Glen Davis,223,.429,520,2,.143,14,47.0,26.0,19.0,224.0,225,.421,534,114.0,0.683,167.0,61,13,NBA,1427,107.0,106.0,566.0,Glen Davis,PF,43.0,2011-12,75.0,331.0,ORL,0.423,Glen Davis,6300000
Glen Davis,Glen Davis,214,.450,476,0,.000,2,70.0,27.0,21.0,191.0,214,.448,478,84.0,0.718,117.0,34,33,NBA,1064,55.0,88.0,512.0,Glen Davis,PF,32.0,2012-13,64.0,246.0,ORL,0.448,Glen Davis,6400000
Glen Davis,Glen Davis,267,.459,582,4,.364,11,77.0,28.0,29.0,243.0,271,.457,593,95.0,0.693,137.0,68,44,NBA,1662,108.0,159.0,641.0,Glen Davis,PF,58.0,2013-14,76.0,351.0,TOT,0.46,Glen Davis,6400000
Glen Davis,Glen Davis,228,.454,502,4,.400,10,70.0,28.0,22.0,195.0,232,.453,512,77.0,0.675,114.0,45,43,NBA,1354,87.0,111.0,545.0,Glen Davis,PF,46.0,2013-14,59.0,282.0,ORL,0.457,Glen Davis,6400000
Glen Davis,Glen Davis,39,.488,80,0,.000,1,7.0,28.0,7.0,48.0,39,.481,81,18.0,0.783,23.0,23,1,NBA,308,21.0,48.0,96.0,Glen Davis,PF,12.0,2013-14,17.0,69.0,LAC,0.481,Glen Davis,6400000
Glen Davis,Glen Davis,117,.466,251,0,.000,4,39.0,29.0,21.0,126.0,117,.459,255,60.0,0.632,95.0,74,0,NBA,904,43.0,132.0,294.0,Glen Davis,PF,41.0,2014-15,39.0,169.0,LAC,0.459,Glen Davis,6600000
Glen Davis,Glen Davis,117,.466,251,0,.000,4,39.0,29.0,21.0,126.0,117,.459,255,60.0,0.632,95.0,74,0,NBA,904,43.0,132.0,294.0,Glen Davis,PF,41.0,2014-15,39.0,169.0,LAC,0.459,Glen Davis,1227985
Andre Dawkins,Andre Dawkins,0,,0,1,.167,6,1.0,23.0,0.0,2.0,1,.167,6,0.0,,0.0,4,0,NBA,22,0.0,3.0,3.0,Andre Dawkins,SG,0.0,2014-15,1.0,2.0,MIA,0.25,Andre Dawkins,59686
Eric Dawson,Eric Dawson,7,.583,12,0,,0,0.0,27.0,2.0,5.0,7,.583,12,1.0,0.5,2.0,4,0,NBA,39,5.0,6.0,15.0,Eric Dawson,C,1.0,2011-12,3.0,10.0,SAS,0.583,Eric Dawson,38172
Austin Daye,Austin Daye,108,.540,200,29,.305,95,34.0,21.0,26.0,140.0,137,.464,295,46.0,0.821,56.0,69,4,NBA,915,34.0,114.0,349.0,Austin Daye,SF,25.0,2009-10,48.0,174.0,DET,0.514,Austin Daye,1677840
Austin Daye,Austin Daye,124,.415,299,69,.401,172,78.0,22.0,39.0,210.0,193,.410,471,82.0,0.759,108.0,72,16,NBA,1446,64.0,165.0,537.0,Austin Daye,SF,39.0,2010-11,59.0,274.0,DET,0.483,Austin Daye,1803720
Austin Daye,Austin Daye,60,.364,165,13,.210,62,33.0,23.0,21.0,77.0,73,.322,227,35.0,0.814,43.0,41,4,NBA,603,14.0,62.0,194.0,Austin Daye,SF,22.0,2011-12,40.0,91.0,DET,0.35,Austin Daye,1929600
Austin Daye,Austin Daye,49,.445,110,41,.418,98,42.0,24.0,22.0,107.0,90,.433,208,26.0,0.765,34.0,55,0,NBA,676,16.0,82.0,247.0,Austin Daye,SF,14.0,2012-13,29.0,123.0,TOT,0.531,Austin Daye,2958077
Austin Daye,Austin Daye,22,.386,57,21,.525,40,21.0,24.0,8.0,53.0,43,.443,97,15.0,0.833,18.0,24,0,NBA,348,10.0,43.0,122.0,Austin Daye,SF,5.0,2012-13,13.0,63.0,DET,0.552,Austin Daye,2958077
Austin Daye,Austin Daye,27,.509,53,20,.345,58,21.0,24.0,14.0,54.0,47,.423,111,11.0,0.688,16.0,31,0,NBA,328,6.0,39.0,125.0,Austin Daye,SF,9.0,2012-13,16.0,60.0,MEM,0.514,Austin Daye,2958077
Austin Daye,Austin Daye,12,.387,31,12,.324,37,8.0,25.0,4.0,22.0,24,.353,68,6.0,0.6,10.0,22,1,NBA,148,5.0,18.0,66.0,Austin Daye,SF,4.0,2013-14,5.0,27.0,TOT,0.441,Austin Daye,947907
Austin Daye,Austin Daye,3,.600,5,0,.000,8,2.0,25.0,0.0,5.0,3,.231,13,2.0,0.667,3.0,8,0,NBA,33,2.0,4.0,8.0,Austin Daye,SF,0.0,2013-14,0.0,7.0,TOR,0.231,Austin Daye,947907
Austin Daye,Austin Daye,9,.346,26,12,.414,29,6.0,25.0,4.0,17.0,21,.382,55,4.0,0.571,7.0,14,1,NBA,115,3.0,14.0,58.0,Austin Daye,SF,4.0,2013-14,5.0,20.0,SAS,0.491,Austin Daye,947907
Austin Daye,Austin Daye,26,.371,70,24,.338,71,17.0,26.0,5.0,65.0,50,.355,141,5.0,0.833,6.0,34,4,NBA,344,10.0,39.0,129.0,Austin Daye,SF,12.0,2014-15,23.0,75.0,TOT,0.44,Austin Daye,1063384
Austin Daye,Austin Daye,26,.371,70,24,.338,71,17.0,26.0,5.0,65.0,50,.355,141,5.0,0.833,6.0,34,4,NBA,344,10.0,39.0,129.0,Austin Daye,SF,12.0,2014-15,23.0,75.0,TOT,0.44,Austin Daye,125104
Austin Daye,Austin Daye,21,.362,58,19,.333,57,9.0,26.0,3.0,55.0,40,.348,115,4.0,1.0,4.0,26,4,NBA,268,6.0,30.0,103.0,Austin Daye,SF,8.0,2014-15,18.0,61.0,SAS,0.43,Austin Daye,1063384
Austin Daye,Austin Daye,21,.362,58,19,.333,57,9.0,26.0,3.0,55.0,40,.348,115,4.0,1.0,4.0,26,4,NBA,268,6.0,30.0,103.0,Austin Daye,SF,8.0,2014-15,18.0,61.0,SAS,0.43,Austin Daye,125104
Austin Daye,Austin Daye,5,.417,12,5,.357,14,8.0,26.0,2.0,10.0,10,.385,26,1.0,0.5,2.0,8,0,NBA,76,4.0,9.0,26.0,Austin Daye,SF,4.0,2014-15,5.0,14.0,ATL,0.481,Austin Daye,1063384
Austin Daye,Austin Daye,5,.417,12,5,.357,14,8.0,26.0,2.0,10.0,10,.385,26,1.0,0.5,2.0,8,0,NBA,76,4.0,9.0,26.0,Austin Daye,SF,4.0,2014-15,5.0,14.0,ATL,0.481,Austin Daye,125104
Nando De Colo,Nando De Colo,74,.465,159,31,.378,82,138.0,25.0,6.0,115.0,105,.436,241,35.0,0.795,44.0,72,6,NBA,920,23.0,87.0,276.0,Nando De Colo,SG,41.0,2012-13,81.0,138.0,SAS,0.5,Nando De Colo,1400000
Nando De Colo,Nando De Colo,46,.460,100,18,.340,53,65.0,26.0,6.0,59.0,64,.418,153,31.0,0.886,35.0,47,3,NBA,494,14.0,48.0,177.0,Nando De Colo,SF,22.0,2013-14,35.0,73.0,TOT,0.477,Nando De Colo,1463000
Nando De Colo,Nando De Colo,32,.516,62,10,.323,31,32.0,26.0,3.0,39.0,42,.452,93,18.0,0.818,22.0,26,3,NBA,301,6.0,25.0,112.0,Nando De Colo,SF,15.0,2013-14,21.0,45.0,SAS,0.505,Nando De Colo,1463000
Nando De Colo,Nando De Colo,14,.368,38,8,.364,22,33.0,26.0,3.0,20.0,22,.367,60,13.0,1.0,13.0,21,0,NBA,193,8.0,23.0,65.0,Nando De Colo,SF,7.0,2013-14,14.0,28.0,TOR,0.433,Nando De Colo,1463000
Dewayne Dedmon,Dewayne Dedmon,91,.565,161,0,.000,1,9.0,25.0,50.0,177.0,91,.562,162,34.0,0.531,64.0,59,15,NBA,845,118.0,141.0,216.0,Dewayne Dedmon,C,16.0,2014-15,51.0,295.0,ORL,0.562,Dewayne Dedmon,816482
Carlos Delfino,Carlos Delfino,33,.402,82,9,.257,35,38.0,22.0,6.0,42.0,42,.359,117,23.0,0.575,40.0,30,4,NBA,459,13.0,44.0,116.0,Carlos Delfino,SG,22.0,2004-05,23.0,55.0,DET,0.397,Carlos Delfino,901920
Carlos Delfino,Carlos Delfino,71,.428,166,20,.333,60,44.0,23.0,15.0,85.0,91,.403,226,45.0,0.672,67.0,68,1,NBA,726,28.0,86.0,247.0,Carlos Delfino,SG,21.0,2005-06,36.0,113.0,DET,0.447,Carlos Delfino,969696
Carlos Delfino,Carlos Delfino,110,.462,238,46,.333,138,88.0,24.0,8.0,199.0,156,.415,376,70.0,0.787,89.0,82,1,NBA,1372,67.0,97.0,428.0,Carlos Delfino,SG,46.0,2006-07,61.0,266.0,DET,0.476,Carlos Delfino,1037280
Carlos Delfino,Carlos Delfino,131,.412,318,120,.382,314,145.0,25.0,11.0,293.0,251,.397,632,116.0,0.744,156.0,82,0,NBA,1928,66.0,177.0,738.0,Carlos Delfino,SG,69.0,2007-08,75.0,359.0,TOR,0.492,Carlos Delfino,1868141
Matthew Dellavedova,Matthew Dellavedova,43,.307,140,68,.407,167,204.0,24.0,2.0,89.0,111,.362,307,29.0,0.763,38.0,67,13,NBA,1380,37.0,152.0,319.0,Matthew Dellavedova,SG,24.0,2014-15,61.0,126.0,CLE,0.472,Matthew Dellavedova,816482
Luol Deng,Luol Deng,249,.472,528,31,.265,117,135.0,19.0,27.0,230.0,280,.434,645,120.0,0.741,162.0,61,45,NBA,1663,92.0,98.0,711.0,Luol Deng,SF,48.0,2004-05,118.0,322.0,CHI,0.458,Luol Deng,2273400
Luol Deng,Luol Deng,421,.481,876,21,.269,78,147.0,20.0,50.0,389.0,442,.463,954,207.0,0.75,276.0,78,56,NBA,2604,127.0,128.0,1112.0,Luol Deng,SF,72.0,2005-06,105.0,516.0,CHI,0.474,Luol Deng,2443920
Luol Deng,Luol Deng,629,.519,1211,1,.143,7,204.0,21.0,48.0,431.0,630,.517,1218,279.0,0.777,359.0,82,82,NBA,3071,148.0,167.0,1540.0,Luol Deng,SF,97.0,2006-07,153.0,579.0,CHI,0.518,Luol Deng,2614440
Luol Deng,Luol Deng,421,.482,874,8,.364,22,155.0,22.0,29.0,258.0,429,.479,896,204.0,0.77,265.0,63,59,NBA,2128,136.0,117.0,1070.0,Luol Deng,SF,57.0,2007-08,120.0,394.0,CHI,0.483,Luol Deng,3320339
Luol Deng,Luol Deng,257,.450,571,8,.400,20,94.0,23.0,25.0,215.0,265,.448,591,152.0,0.796,191.0,49,46,NBA,1665,80.0,85.0,690.0,Luol Deng,SF,60.0,2008-09,72.0,295.0,CHI,0.455,Luol Deng,9385000
Luol Deng,Luol Deng,441,.474,931,32,.386,83,143.0,24.0,61.0,381.0,473,.466,1014,252.0,0.764,330.0,70,69,NBA,2651,131.0,129.0,1230.0,Luol Deng,SF,66.0,2009-10,134.0,512.0,CHI,0.482,Luol Deng,10370425
Luol Deng,Luol Deng,416,.506,822,115,.345,333,230.0,25.0,48.0,360.0,531,.460,1155,253.0,0.753,336.0,82,82,NBA,3208,116.0,162.0,1430.0,Luol Deng,SF,78.0,2010-11,156.0,476.0,CHI,0.51,Luol Deng,11345000
Luol Deng,Luol Deng,232,.430,540,79,.367,215,157.0,26.0,36.0,273.0,311,.412,755,127.0,0.77,165.0,54,54,NBA,2129,77.0,81.0,828.0,Luol Deng,SF,56.0,2011-12,96.0,350.0,CHI,0.464,Luol Deng,12325000
Luol Deng,Luol Deng,391,.455,860,75,.322,233,222.0,27.0,32.0,314.0,466,.426,1093,230.0,0.816,282.0,75,75,NBA,2903,162.0,105.0,1237.0,Luol Deng,SF,81.0,2012-13,144.0,476.0,CHI,0.461,Luol Deng,13305000
Luol Deng,Luol Deng,314,.468,671,57,.302,189,183.0,28.0,9.0,262.0,371,.431,860,212.0,0.791,268.0,63,63,NBA,2213,99.0,111.0,1011.0,Luol Deng,SF,62.0,2013-14,114.0,361.0,TOT,0.465,Luol Deng,14275000
Luol Deng,Luol Deng,143,.490,292,17,.274,62,85.0,28.0,4.0,118.0,160,.452,354,101.0,0.815,124.0,23,23,NBA,860,40.0,53.0,438.0,Luol Deng,SF,24.0,2013-14,59.0,158.0,CHI,0.476,Luol Deng,14275000
Luol Deng,Luol Deng,171,.451,379,40,.315,127,98.0,28.0,5.0,144.0,211,.417,506,111.0,0.771,144.0,40,40,NBA,1353,59.0,58.0,573.0,Luol Deng,SF,38.0,2013-14,55.0,203.0,CLE,0.457,Luol Deng,14275000
Luol Deng,Luol Deng,291,.513,567,78,.355,220,139.0,29.0,22.0,273.0,369,.469,787,191.0,0.761,251.0,72,72,NBA,2421,103.0,109.0,1007.0,Luol Deng,SF,65.0,2014-15,108.0,376.0,MIA,0.518,Luol Deng,9714461
DeMar DeRozan,DeMar DeRozan,251,.506,496,4,.250,16,53.0,20.0,18.0,157.0,255,.498,512,148.0,0.763,194.0,77,65,NBA,1664,66.0,176.0,662.0,DeMar DeRozan,SG,43.0,2009-10,62.0,223.0,TOR,0.502,DeMar DeRozan,2282640
DeMar DeRozan,DeMar DeRozan,534,.485,1102,5,.096,52,148.0,21.0,31.0,240.0,539,.467,1154,327.0,0.813,402.0,82,82,NBA,2851,75.0,217.0,1410.0,DeMar DeRozan,SG,85.0,2010-11,144.0,315.0,TOR,0.469,DeMar DeRozan,2453880
DeMar DeRozan,DeMar DeRozan,357,.440,811,24,.261,92,128.0,22.0,17.0,171.0,381,.422,903,268.0,0.81,331.0,63,63,NBA,2206,40.0,162.0,1054.0,DeMar DeRozan,SG,48.0,2011-12,123.0,211.0,TOR,0.435,DeMar DeRozan,2625000
DeMar DeRozan,DeMar DeRozan,514,.463,1111,34,.283,120,204.0,23.0,24.0,272.0,548,.445,1231,355.0,0.831,427.0,82,82,NBA,3013,48.0,173.0,1485.0,DeMar DeRozan,SG,76.0,2012-13,151.0,320.0,TOR,0.459,DeMar DeRozan,3344250
DeMar DeRozan,DeMar DeRozan,540,.451,1197,64,.305,210,313.0,24.0,28.0,292.0,604,.429,1407,519.0,0.824,630.0,79,79,NBA,3017,51.0,197.0,1791.0,DeMar DeRozan,SG,86.0,2013-14,176.0,343.0,TOR,0.452,DeMar DeRozan,9500000
DeMar DeRozan,DeMar DeRozan,384,.426,902,25,.284,88,210.0,25.0,11.0,236.0,409,.413,990,361.0,0.832,434.0,60,60,NBA,2100,41.0,122.0,1204.0,DeMar DeRozan,SG,73.0,2014-15,137.0,277.0,TOR,0.426,DeMar DeRozan,9500000
Boris Diaw,Boris Diaw,134,.467,287,6,.231,26,182.0,21.0,37.0,231.0,140,.447,313,56.0,0.602,93.0,76,37,NBA,1919,111.0,191.0,342.0,Boris Diaw,SG,59.0,2003-04,126.0,342.0,ATL,0.457,Boris Diaw,1021080
Boris Diaw,Boris Diaw,115,.471,244,9,.180,50,149.0,22.0,18.0,116.0,124,.422,294,57.0,0.74,77.0,66,25,NBA,1201,54.0,123.0,314.0,Boris Diaw,SG,37.0,2004-05,87.0,170.0,ATL,0.437,Boris Diaw,1097640
Boris Diaw,Boris Diaw,441,.536,823,8,.267,30,503.0,23.0,85.0,399.0,449,.526,853,174.0,0.731,238.0,81,70,NBA,2874,159.0,260.0,1080.0,Boris Diaw,PF,58.0,2005-06,189.0,558.0,PHO,0.531,Boris Diaw,1174200
Boris Diaw,Boris Diaw,291,.555,524,15,.333,45,352.0,24.0,38.0,226.0,306,.538,569,82.0,0.683,120.0,73,59,NBA,2268,91.0,177.0,709.0,Boris Diaw,PF,28.0,2006-07,154.0,317.0,PHO,0.551,Boris Diaw,1870501
Boris Diaw,Boris Diaw,295,.488,605,13,.317,41,317.0,25.0,39.0,281.0,308,.477,646,96.0,0.744,129.0,82,19,NBA,2308,97.0,166.0,725.0,Boris Diaw,PF,61.0,2007-08,155.0,378.0,PHO,0.487,Boris Diaw,9000000
Boris Diaw,Boris Diaw,373,.531,703,75,.414,181,333.0,26.0,53.0,314.0,448,.507,884,101.0,0.687,147.0,81,59,NBA,2754,118.0,202.0,1072.0,Boris Diaw,PF,61.0,2008-09,215.0,432.0,TOT,0.549,Boris Diaw,9000000
Boris Diaw,Boris Diaw,75,.591,127,5,.357,14,46.0,26.0,9.0,60.0,80,.567,141,18.0,0.692,26.0,22,0,NBA,538,24.0,39.0,183.0,Boris Diaw,PF,11.0,2008-09,37.0,84.0,PHO,0.585,Boris Diaw,9000000
